,Original Sentence,Lemmatized_text,Stemmed_text
649,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :),"[['@JarjarTee', '@apple', ""That's"", 'really', 'good.', 'Makes', 'you', 'happy', 'to', 'pay', 'the', 'infamous', '@apple', 'tax', ':)']]","[['@jarjarte', '@appl', ""that'"", 'realli', 'good.', 'make', 'you', 'happi', 'to', 'pay', 'the', 'infam', '@appl', 'tax', ':)']]"
650,Hall Pass had me rolling...... @Apple bee's lookin for nookie really,"[['Hall', 'Pass', 'had', 'me', 'rolling......', '@Apple', ""bee's"", 'lookin', 'for', 'nookie', 'really']]","[['hall', 'pass', 'had', 'me', 'rolling......', '@appl', ""bee'"", 'lookin', 'for', 'nooki', 'realli']]"
651,"@hanrahan52 @apple Don't say things you can't take back, Joel.","[['@hanrahan52', '@apple', ""Don't"", 'say', 'thing', 'you', ""can't"", 'take', 'back,', 'Joel.']]","[['@hanrahan52', '@appl', ""don't"", 'say', 'thing', 'you', ""can't"", 'take', 'back,', 'joel.']]"
652,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill,"[['@coatgal', '@apple', 'considering', 'his', 'circumstance', '-', 'suffering', 'fault', 'on/off', 'for', 'long', 'period', '-They', 'replaced', 'his', 'phone', 'with', 'a', 'new', 'a', 'a', 'goodwill']]","[['@coatgal', '@appl', 'consid', 'hi', 'circumst', '-', 'suffer', 'fault', 'on/off', 'for', 'long', 'period', '-they', 'replac', 'hi', 'phone', 'with', 'a', 'new', 'as', 'a', 'goodwil']]"
653,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple","[['#Steve', '#Jobs', '#Tribute', 'iPhone', '4S', 'Cases', 'Now', 'Available', '#iphonecases', 'http://t.co/2hyurIiq', '#stevejobstributecases', '@ikaveri', '@iamsrk', '@apple']]","[['#steve', '#job', '#tribut', 'iphon', '4s', 'case', 'now', 'avail', '#iphonecas', 'http://t.co/2hyuriiq', '#stevejobstributecas', '@ikaveri', '@iamsrk', '@appl']]"
654,"@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty","[['@coatgal', 'had', 'a', 'really', 'interestng', 'experience', 'up', 'in', 'the', '@Apple', 'store', 'though,', 'Paul', 'wa', 'with', 'me', 'up', 'there,', 'faulty', '#iphone4', '-', 'but', 'out', 'of', 'warranty']]","[['@coatgal', 'had', 'a', 'realli', 'interestng', 'experi', 'up', 'in', 'the', '@appl', 'store', 'though,', 'paul', 'wa', 'with', 'me', 'up', 'there,', 'faulti', '#iphone4', '-', 'but', 'out', 'of', 'warranti']]"
655,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?,"[['@apple', '@appstore', '@mac', '@iOs', '@Ipad', '@siri', 'Will', 'siri', 'be', 'available', 'for', 'iPad', '2?']]","[['@appl', '@appstor', '@mac', '@io', '@ipad', '@siri', 'will', 'siri', 'be', 'avail', 'for', 'ipad', '2?']]"
656,Can this ho Siri update your tweets? cc: @apple @iPhone_News,"[['Can', 'this', 'ho', 'Siri', 'update', 'your', 'tweets?', 'cc:', '@apple', '@iPhone_News']]","[['can', 'thi', 'ho', 'siri', 'updat', 'your', 'tweets?', 'cc:', '@appl', '@iphone_new']]"
657,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY,"[[""@Apple's"", 'Success', 'is', 'Also', ""#Google's"", 'Gain', 'a', '#Mobile', '#Advertising', 'Balloons', 'http://t.co/0400ynQY']]","[[""@apple'"", 'success', 'is', 'also', ""#google'"", 'gain', 'as', '#mobil', '#advertis', 'balloon', 'http://t.co/0400ynqi']]"
658,"@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.","[['@_alastair', 'w/', 'respect,', 'the', 'old', 'alternative', 'were', 'talking', 'to', 'a', 'computer', 'in', 'india', 'or', 'the', 'geek', 'squad.', '@apple', 'doe', 'a', 'pretty', 'great', 'job.']]","[['@_alastair', 'w/', 'respect,', 'the', 'old', 'altern', 'were', 'talk', 'to', 'a', 'comput', 'in', 'india', 'or', 'the', 'geek', 'squad.', '@appl', 'doe', 'a', 'pretti', 'great', 'job.']]"
659,"@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit","[['@jackiestone1', 'yes!', 'Tech', 'peep', 'talk', 'so', 'much', 'about', 'algorithms,', 'but', 'tech', 'should', 'always', 'tie', 'back', 'to', 'people.', '@apple', 'prof', 'this', '#imediasummit']]","[['@jackiestone1', 'yes!', 'tech', 'peep', 'talk', 'so', 'much', 'about', 'algorithms,', 'but', 'tech', 'should', 'alway', 'tie', 'back', 'to', 'people.', '@appl', 'prove', 'thi', '#imediasummit']]"
660,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany,"[['The', 'great', 'tech', 'battle', 'ft', '@facebook', '@amazon', '@apple', 'and', 'more', 'http://t.co/ws4lWWXy', 'via', '@fastcompany']]","[['the', 'great', 'tech', 'battl', 'ft', '@facebook', '@amazon', '@appl', 'and', 'more', 'http://t.co/ws4lwwxi', 'via', '@fastcompani']]"
661,Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech,"[['Another', 'shrewd', 'business', 'model', 'move', 'by', '@Amazon', 'http://t.co/OQJRRYFq', 'Rooting', 'for', 'the', 'dark', 'horse', 'in', 'the', '@facebook', '@google', '@apple', 'war?', '#tech']]","[['anoth', 'shrewd', 'busi', 'model', 'move', 'by', '@amazon', 'http://t.co/oqjrryfq', 'root', 'for', 'the', 'dark', 'hors', 'in', 'the', '@facebook', '@googl', '@appl', 'war?', '#tech']]"
662,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters,"[['RT', '@Apple', 'sell', '4', 'million', 'iPhone', '4S', 'in', '3', 'day', 'http://t.co/vElmtzNS', 'via', '@reuters']]","[['rt', '@appl', 'sell', '4', 'million', 'iphon', '4s', 'in', '3', 'day', 'http://t.co/velmtzn', 'via', '@reuter']]"
663,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs,"[['Flowers', '&', 'Apples', 'shower', 'the', 'Santa', 'Monica', '@Apple', 'store', 'in', 'honor', 'of', '#SteveJobs', 'http://t.co/xGf60gMs']]","[['flower', '&', 'appl', 'shower', 'the', 'santa', 'monica', '@appl', 'store', 'in', 'honor', 'of', '#stevejob', 'http://t.co/xgf60gm']]"
664,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK,"[['is', 'it', 'me', 'or', '@blackberry', 'is', 'begging', 'ppl', 'not', 'to', 'go', '@apple', '#iphone', 'http://t.co/X3gdBUyK']]","[['is', 'it', 'me', 'or', '@blackberri', 'is', 'beg', 'ppl', 'not', 'to', 'go', '@appl', '#iphon', 'http://t.co/x3gdbuyk']]"
665,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC,"[['Do', 'people', 'loved', 'Steve?', 'Check', 'out', 'this', 'photo', 'from', '@Apple', 'store', 'http://t.co/jIqBGghC']]","[['do', 'peopl', 'love', 'steve?', 'check', 'out', 'thi', 'photo', 'from', '@appl', 'store', 'http://t.co/jiqbgghc']]"
666,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!,"[['RT', '@petapixel:', 'iPhone', '4S', 'v', 'Canon', '5D', 'Mark', 'II', '-', 'A', 'side-by-side', 'comparison', 'of', '1080p', 'HD', 'video:', 'http://t.co/qMyMIV7z', '&lt;&lt;@apple', 'Wow!!']]","[['rt', '@petapixel:', 'iphon', '4s', 'vs', 'canon', '5d', 'mark', 'ii', '-', 'a', 'side-by-sid', 'comparison', 'of', '1080p', 'hd', 'video:', 'http://t.co/qmymiv7z', '&lt;&lt;@appl', 'wow!!']]"
667,"Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco","[['Why', '@Apple', 'so', 'valuable,', 'good', 'analysis', 'of', 'trended', 'profits,', 'iOS', 'vs.', 'Microsoft:', 'Comparing', 'the', 'bottom', 'line', 'http://t.co/k9qst4R4', 'via', '@asymco']]","[['whi', '@appl', 'so', 'valuable,', 'good', 'analysi', 'of', 'trend', 'profits,', 'io', 'vs.', 'microsoft:', 'compar', 'the', 'bottom', 'line', 'http://t.co/k9qst4r4', 'via', '@asymco']]"
668,@audrievv @apple You can still use  #MobileMe webhosting (with or without #iWeb) after converting to #iCloud.,"[['@audrievv', '@apple', 'You', 'can', 'still', 'use', '#MobileMe', 'webhosting', '(with', 'or', 'without', '#iWeb)', 'after', 'converting', 'to', '#iCloud.']]","[['@audrievv', '@appl', 'you', 'can', 'still', 'use', '#mobilem', 'webhost', '(with', 'or', 'without', '#iweb)', 'after', 'convert', 'to', '#icloud.']]"
669,http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston,"[['http://t.co/48emAEID', '#SteveJobs', 'memorial', '@Apple', '#Boylston']]","[['http://t.co/48emaeid', '#stevejob', 'memori', '@appl', '#boylston']]"
670,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!,"[['I', 'am', 'now', 'the', 'proud', 'owner', 'of', '@apple', 'tv', 'thanks', 'to', 'big', 'bro', '@steveeadie', 'and', 'family!!']]","[['i', 'am', 'now', 'the', 'proud', 'owner', 'of', '@appl', 'tv', 'thank', 'to', 'big', 'bro', '@steveeadi', 'and', 'family!!']]"
671,"RT @robertoafelipe: @apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD","[['RT', '@robertoafelipe:', '@apple', 'predicts', '#Siri', 'in', '1987', 'in', 'video,', 'the', 'video', 'is', 'staged', 'for', 'September', '2011', 'http://t.co/tFNRP3MD']]","[['rt', '@robertoafelipe:', '@appl', 'predict', '#siri', 'in', '1987', 'in', 'video,', 'the', 'video', 'is', 'stage', 'for', 'septemb', '2011', 'http://t.co/tfnrp3md']]"
672,"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.

http://t.co/65HPp0tu","[['Head', 'to', 'our', 'FB', 'page', 'for', 'a', 'link', 'to', 'the', '@Apple', 'Community', 'Support', 'Page', 'detailing', 'how', 'to', 'turn', 'off', '#newsstand', 'auto', 'renewal.', 'http://t.co/65HPp0tu']]","[['head', 'to', 'our', 'fb', 'page', 'for', 'a', 'link', 'to', 'the', '@appl', 'commun', 'support', 'page', 'detail', 'how', 'to', 'turn', 'off', '#newsstand', 'auto', 'renewal.', 'http://t.co/65hpp0tu']]"
673,"@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content","[['@apple', 'y', 'u', 'run', 'out', 'of', '64gb', 'iPhone!?', 'Now', 'I', 'have', 'to', 'settle', 'for', '32gb.', 'Saved', '100$', 'though(:', '#content']]","[['@appl', 'y', 'u', 'run', 'out', 'of', '64gb', 'iphone!?', 'now', 'i', 'have', 'to', 'settl', 'for', '32gb.', 'save', '100$', 'though(:', '#content']]"
674,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?,"[['@apple', 'is', 'profiting', 'a', 'min', 'of', '$400', 'per', '4s.', 'They', 'sold', '4', 'million', 'this', 'weekend.', ""That's"", 'another', '1.6', 'Billion', 'to', 'Apples', 'coffers!', '#worldRecession?']]","[['@appl', 'is', 'profit', 'a', 'min', 'of', '$400', 'per', '4s.', 'they', 'sold', '4', 'million', 'thi', 'weekend.', ""that'"", 'anoth', '1.6', 'billion', 'to', 'appl', 'coffers!', '#worldrecession?']]"
675,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet","[['Big', 'mo:', 'In', 'one', 'week,', '@Apple', '#iCloud', 'hit', '20M', 'users;', '25M', 'use', '#iOS', '5', 'http://t.co/HTpUTBFK', 'via', '@cnet']]","[['big', 'mo:', 'in', 'one', 'week,', '@appl', '#icloud', 'hit', '20m', 'users;', '25m', 'use', '#io', '5', 'http://t.co/htputbfk', 'via', '@cnet']]"
676,Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread,"[['Smart', 'a', 'hell.', 'The', 'Great', 'Tech', 'War', 'Of', '2012.', 'http://t.co/0O1CfCIZ', 'Fab', 'Four:', '@apple', '@google', '@amazon', '@facebook', 'via', '@kvox', '#mustread']]","[['smart', 'as', 'hell.', 'the', 'great', 'tech', 'war', 'of', '2012.', 'http://t.co/0o1cfciz', 'fab', 'four:', '@appl', '@googl', '@amazon', '@facebook', 'via', '@kvox', '#mustread']]"
677,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging,"[['@learmonth', '@Cue', 'improves', 'iMessage', '+', 'engages', '@Apple', 'content', ""partners'"", 'customer', 'better', 'http://t.co/hhkvlwFB', 'with', 'social', 'activity', 'messaging']]","[['@learmonth', '@cue', 'improv', 'imessag', '+', 'engag', '@appl', 'content', ""partners'"", 'custom', 'better', 'http://t.co/hhkvlwfb', 'with', 'social', 'activ', 'messag']]"
678,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.,"[['@Twitter', 'return', 'a', 'Error', '500', 'when', 'we', 'try', 'to', 'post', 'the', 'link', 'to', '@Apple', 'Support', 'Community', 'detailing', 'how', 'to', 'turn', 'off', 'auto', 'renewal', 'subscriptions.']]","[['@twitter', 'return', 'a', 'error', '500', 'when', 'we', 'tri', 'to', 'post', 'the', 'link', 'to', '@appl', 'support', 'commun', 'detail', 'how', 'to', 'turn', 'off', 'auto', 'renew', 'subscriptions.']]"
679,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...,"[['RT', '@kvox:', 'Smart', 'a', 'hell.', 'The', 'Great', 'Tech', 'War', 'Of', '2012', '(@fmanjoo', '/', '@FastCompany)', 'http://t.co/XiJYUoHZ', 'Fab', 'Four:', '@apple', '@google', '@amazon', '@fac', '...']]","[['rt', '@kvox:', 'smart', 'as', 'hell.', 'the', 'great', 'tech', 'war', 'of', '2012', '(@fmanjoo', '/', '@fastcompany)', 'http://t.co/xijyuohz', 'fab', 'four:', '@appl', '@googl', '@amazon', '@fac', '...']]"
680,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems,"[['@philipgrey', '@apple', ""it's"", 'kinda', 'sad', ""that's"", 'the', 'most', 'relevant', 'tweet', ""I've"", 'seen', 'today.', 'Or', 'kinda', 'awesome.', ""I'm"", 'not', 'sure.', '#DevProblems']]","[['@philipgrey', '@appl', ""it'"", 'kinda', 'sad', ""that'"", 'the', 'most', 'relev', 'tweet', ""i'v"", 'seen', 'today.', 'or', 'kinda', 'awesome.', ""i'm"", 'not', 'sure.', '#devproblem']]"
681,Too bad I'm not an @Apple junkie. #icloud #apple #ios5,"[['Too', 'bad', ""I'm"", 'not', 'an', '@Apple', 'junkie.', '#icloud', '#apple', '#ios5']]","[['too', 'bad', ""i'm"", 'not', 'an', '@appl', 'junkie.', '#icloud', '#appl', '#ios5']]"
682,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.,"[['@Apple', 'buried', 'the', 'ability', 'to', 'manage', '#newsstand', 'subscription', 'under', 'App', 'Store', 'Settings.', 'This', 'is', 'inconvenient', 'at', 'best.']]","[['@appl', 'buri', 'the', 'abil', 'to', 'manag', '#newsstand', 'subscript', 'under', 'app', 'store', 'settings.', 'thi', 'is', 'inconveni', 'at', 'best.']]"
683,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook,"[['Smart', 'a', 'hell.', 'The', 'Great', 'Tech', 'War', 'Of', '2012', '(@fmanjoo', '/', '@FastCompany)', 'http://t.co/XiJYUoHZ', 'Fab', 'Four:', '@apple', '@google', '@amazon', '@facebook']]","[['smart', 'as', 'hell.', 'the', 'great', 'tech', 'war', 'of', '2012', '(@fmanjoo', '/', '@fastcompany)', 'http://t.co/xijyuohz', 'fab', 'four:', '@appl', '@googl', '@amazon', '@facebook']]"
684,"@apple predicts #Siri in 1987 in video, the video is staged for September 2011 http://t.co/tFNRP3MD","[['@apple', 'predicts', '#Siri', 'in', '1987', 'in', 'video,', 'the', 'video', 'is', 'staged', 'for', 'September', '2011', 'http://t.co/tFNRP3MD']]","[['@appl', 'predict', '#siri', 'in', '1987', 'in', 'video,', 'the', 'video', 'is', 'stage', 'for', 'septemb', '2011', 'http://t.co/tfnrp3md']]"
685,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.,"[['Smh', 'at', '@ItsTheSituation', 'for', 'trying', 'to', 'cut', 'in', 'line', 'for', 'a', '4S.', 'Cmon', 'mayne', 'if', ""@Apple's"", 'cofounder', 'stood', 'in', 'line', 'then', 'you', 'are', 'too.']]","[['smh', 'at', '@itsthesitu', 'for', 'tri', 'to', 'cut', 'in', 'line', 'for', 'a', '4s.', 'cmon', 'mayn', 'if', ""@apple'"", 'cofound', 'stood', 'in', 'line', 'then', 'you', 'are', 'too.']]"
686,"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS","[['Go', 'big', 'or', 'go', 'home', '@Apple', 'user', '-', 'here', 'are', 'some', 'apps', 'that', 'make', 'your', '#4s', 'iPhone', '""s-s-super""', 'http://t.co/t74BQyim', 'via', '@mashable', '-', 'MS']]","[['go', 'big', 'or', 'go', 'home', '@appl', 'user', '-', 'here', 'are', 'some', 'app', 'that', 'make', 'your', '#4', 'iphon', '""s-s-super""', 'http://t.co/t74bqyim', 'via', '@mashabl', '-', 'ms']]"
687,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple,"[['RT', '@TechHamlet:', 'Thank', 'You', 'Steve', ':', 'A', 'Song', 'Created', 'for', 'Steve', 'Jobs', 'http://t.co/2vtX8ZJf', 'via', '@TechHamlet', '@AzRmusic', '@Apple', '#stevejobs', '#apple']]","[['rt', '@techhamlet:', 'thank', 'you', 'steve', ':', 'a', 'song', 'creat', 'for', 'steve', 'job', 'http://t.co/2vtx8zjf', 'via', '@techhamlet', '@azrmus', '@appl', '#stevejob', '#appl']]"
688,@pkedrosky @apple I am just waiting for my conf email from iCloud.,"[['@pkedrosky', '@apple', 'I', 'am', 'just', 'waiting', 'for', 'my', 'conf', 'email', 'from', 'iCloud.']]","[['@pkedroski', '@appl', 'i', 'am', 'just', 'wait', 'for', 'my', 'conf', 'email', 'from', 'icloud.']]"
689,"#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination","[['#wheniwas14...', '@Apple', 'registered', 'the', 'domain', 'name', 'http://t.co/FPvKn1kJ,', 'thus', 'beginning', 'their', 'plan', 'for', 'world', 'domination']]","[['#wheniwas14...', '@appl', 'regist', 'the', 'domain', 'name', 'http://t.co/fpvkn1kj,', 'thu', 'begin', 'their', 'plan', 'for', 'world', 'domin']]"
690,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple,"[['Thank', 'You', 'Steve', ':', 'A', 'Song', 'Created', 'for', 'Steve', 'Jobs', 'http://t.co/2vtX8ZJf', 'via', '@TechHamlet', '@AzRmusic', '@Apple', '#stevejobs', '#apple']]","[['thank', 'you', 'steve', ':', 'a', 'song', 'creat', 'for', 'steve', 'job', 'http://t.co/2vtx8zjf', 'via', '@techhamlet', '@azrmus', '@appl', '#stevejob', '#appl']]"
691,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...,"[['Twitter', 'buzz', 'for', 'Best', 'Buy:', 'http://t.co/9SesENTu', '-', 'RT', '@acappellamedia', 'OH:', 'Sales', 'guy', '@BestBuy:', ""&quot;I'm"", 'not', 'selling', 'or', 'using', 'any', '@apple', 'p...']]","[['twitter', 'buzz', 'for', 'best', 'buy:', 'http://t.co/9sesentu', '-', 'rt', '@acappellamedia', 'oh:', 'sale', 'guy', '@bestbuy:', ""&quot;i'm"", 'not', 'sell', 'or', 'use', 'ani', '@appl', 'p...']]"
692,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple,"[['Anyone', 'know', 'why', 'we', 'can', 'only', 'read', 'iBooks', 'on', 'the', 'iPhone', 'and', 'iPad?', 'Any', 'idea', 'how', 'to', 'read', 'them', 'on', 'mac?', '@apple']]","[['anyon', 'know', 'whi', 'we', 'can', 'onli', 'read', 'ibook', 'on', 'the', 'iphon', 'and', 'ipad?', 'ani', 'idea', 'how', 'to', 'read', 'them', 'on', 'mac?', '@appl']]"
693,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.,"[['Why', ""didn't"", '@apple', 'provide', '5GB', 'per', 'device', 'for', 'cloud', 'backup?', 'Why', 'just', '5GB', 'per', 'account?', 'Silly.']]","[['whi', ""didn't"", '@appl', 'provid', '5gb', 'per', 'devic', 'for', 'cloud', 'backup?', 'whi', 'just', '5gb', 'per', 'account?', 'silly.']]"
694,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE,"[['New', 'Blog!', 'http://t.co/ENCSF1Ju', '@VerizonWireless', '@Motorola', '@Google', '@Apple', '#Android', '#DroidBionic', '#iPhone4S', '#4GLTE']]","[['new', 'blog!', 'http://t.co/encsf1ju', '@verizonwireless', '@motorola', '@googl', '@appl', '#android', '#droidbion', '#iphone4', '#4glte']]"
695,"Over the weekend, @Apple sold more than 4,000,000 iPhones. That鈥檚 about 16 iPhones sold every second.","[['Over', 'the', 'weekend,', '@Apple', 'sold', 'more', 'than', '4,000,000', 'iPhones.', 'That鈥檚', 'about', '16', 'iPhones', 'sold', 'every', 'second.']]","[['over', 'the', 'weekend,', '@appl', 'sold', 'more', 'than', '4,000,000', 'iphones.', 'that鈥檚', 'about', '16', 'iphon', 'sold', 'everi', 'second.']]"
696,how do you sync gmail contacts with your iphone? help please! @apple @gmail,"[['how', 'do', 'you', 'sync', 'gmail', 'contact', 'with', 'your', 'iphone?', 'help', 'please!', '@apple', '@gmail']]","[['how', 'do', 'you', 'sync', 'gmail', 'contact', 'with', 'your', 'iphone?', 'help', 'please!', '@appl', '@gmail']]"
697,"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile","[['Loving', 'these', 'names.', '""@Google', 'Chases', '@Apple', 'With', 'Ice', 'Cream', 'Sandwich""', '-', 'http://t.co/u3LchmGD', '#mobile']]","[['love', 'these', 'names.', '""@googl', 'chase', '@appl', 'with', 'ice', 'cream', 'sandwich""', '-', 'http://t.co/u3lchmgd', '#mobil']]"
698,YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?,"[['YESSS', '@apple', 'fix', 'it', 'also', 'slow', 'internet', 'RT', '@SprintFeed:', 'iPhone', '4S', 'owner', 'are', 'you', 'having', 'trouble', 'with', 'Siri', 'connecting', 'to', 'internet?']]","[['yesss', '@appl', 'fix', 'it', 'also', 'slow', 'internet', 'rt', '@sprintfeed:', 'iphon', '4s', 'owner', 'are', 'you', 'have', 'troubl', 'with', 'siri', 'connect', 'to', 'internet?']]"
699,Going to the @apple store today to get this laptop situation figured out,"[['Going', 'to', 'the', '@apple', 'store', 'today', 'to', 'get', 'this', 'laptop', 'situation', 'figured', 'out']]","[['go', 'to', 'the', '@appl', 'store', 'today', 'to', 'get', 'thi', 'laptop', 'situat', 'figur', 'out']]"
700,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance,"[['gulp...@Apple', 'sell', '4', 'million', 'iPhone', '4S', 'in', '3', 'day', '-', 'Yahoo!', 'Finance', 'http://t.co/Zv7DXrIA', 'via', '@YahooFinance']]","[['gulp...@appl', 'sell', '4', 'million', 'iphon', '4s', 'in', '3', 'day', '-', 'yahoo!', 'financ', 'http://t.co/zv7dxria', 'via', '@yahoofin']]"
701,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri,"[['Is', ""@Apple's"", 'voice', '#tech', 'really', 'a', 'impressive', 'a', 'the', 'net', 'think', 'it', 'is?', 'http://t.co/Rbf23CNX', '#siri']]","[['is', ""@apple'"", 'voic', '#tech', 'realli', 'as', 'impress', 'as', 'the', 'net', 'think', 'it', 'is?', 'http://t.co/rbf23cnx', '#siri']]"
702,"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH","[['Next', 'year', 'is', 'going', 'to', 'be', 'really', 'interesting', 'in', 'tech', 'a', '@Google,', '@Amazon,', '@Facebook', 'and', '@Apple', 'vie', 'for', 'new', 'growth', 'area', 'http://t.co/kkaKFsCH']]","[['next', 'year', 'is', 'go', 'to', 'be', 'realli', 'interest', 'in', 'tech', 'as', '@google,', '@amazon,', '@facebook', 'and', '@appl', 'vie', 'for', 'new', 'growth', 'area', 'http://t.co/kkakfsch']]"
703,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?,"[['RT', '@rickholgate:', 'Packed', 'session', 'on', '@Apple', 'and', '@Google', 'at', '#GartnerSYM.', 'Indicator', 'of', ""today's"", 'mindshare?']]","[['rt', '@rickholgate:', 'pack', 'session', 'on', '@appl', 'and', '@googl', 'at', '#gartnersym.', 'indic', 'of', ""today'"", 'mindshare?']]"
704,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?,"[['Packed', 'session', 'on', '@Apple', 'and', '@Google', 'at', '#GartnerSYM.', 'Indicator', 'of', ""today's"", 'mindshare?']]","[['pack', 'session', 'on', '@appl', 'and', '@googl', 'at', '#gartnersym.', 'indic', 'of', ""today'"", 'mindshare?']]"
705,too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq,"[['too', 'many', 'company', ""don't"", 'have', '@apple', 'management--', '60', 'sec', 'vid-http://bit.ly/pwLpgQ', '#entrepreneur', '#startup', '@scalecomputing', '#pioniq']]","[['too', 'mani', 'compani', ""don't"", 'have', '@appl', 'management--', '60', 'sec', 'vid-http://bit.ly/pwlpgq', '#entrepreneur', '#startup', '@scalecomput', '#pioniq']]"
706,@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PC鈥?just incase *hides gun*,"[['@BikerVox', '@mariomussolini', '@ios_notch', '@apple', 'xD', 'thats', 'why', 'i', 'have', 'a', 'back', 'up', 'PC鈥?just', 'incase', '*hides', 'gun*']]","[['@bikervox', '@mariomussolini', '@ios_notch', '@appl', 'xd', 'that', 'whi', 'i', 'have', 'a', 'back', 'up', 'pc鈥?just', 'incas', '*hide', 'gun*']]"
